Sample_ID,Category,Bins,Contig_ID,Matched_Species,Abbreviated_Gene_Name,Counts,VFDB_ID,VFDB_ID,Percentage of identical matches, Alignment length,Number of mismatches,Number of gap openings,Start of alignment in query,End of alignment in query,Start of alignment in subject, End of alignment in subject,Expected value,Bit score,Protein_ID,Protein_Function,,,,
SRR5240666,Ambulances,SRR5240666_bin.7,xx403,Pseudomonas fulva 12-X (taxid 743720),algB,1,VFG000116(gb,NP_254170),83.5,449,72,2,8548,7208,1,449,5.22E-236,722,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240348,Ambulances,SRR5240348_bin.6,xx1,Serratia liquefaciens ATCC 27592 (taxid 1346614),acrB,4,VFG049139(gb,WP_008805437),83.4,1048,174,0,499494,502637,1,1048,0,1697,gb|WP_008805437,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342],,,,
SRR5240350,Ambulances,SRR5240350_bin.5,xx79,Enterococcus avium (taxid 33945),rfbB,1,VFG005973(gb,WP_002263087),83.4,338,56,0,101629,102642,5,342,8.45E-197,607,gb|WP_002263087,(rfbB) dTDP-glucose 4 6-dehydratase [Capsule (VF0144) - Immune modulation (VFC0258)] [Streptococcus mutans UA159] ,,,,
SRR5240383,Ambulances,SRR5240383_bin.3,xx15,Pantoea alhagi (taxid 1891675),kdsA,1,VFG013466(gb,WP_005654784),83.4,283,47,0,84653,85501,1,283,2.86E-151,474,gb|WP_005654784,(kdsA) 2-dehydro-3-deoxyphosphooctonate aldolase [LOS (VF0044) - Immune modulation (VFC0258)] [Haemophilus influenzae 86-028NP],,,,
SRR5240391,Ambulances,SRR5240391_bin.1,xx4,Pseudomonas oryzihabitans (taxid 47885),rpoN,1,VFG042736(gb,NP_253152),83.4,499,81,1,69044,70540,1,497,1.15E-257,790,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240404,Ambulances,SRR5240404_bin.1,xx55,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,4,VFG049146(gb,WP_012968813),83.4,1048,174,0,23399,20256,1,1048,0,1699,gb|WP_012968813,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella variicola At-22],,,,
SRR5240411,Ambulances,SRR5240411_bin.2,xx11,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,11,VFG049146(gb,WP_012968813),83.4,1048,174,0,136848,139991,1,1048,0,1699,gb|WP_012968813,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella variicola At-22],,,,
SRR5240426,Ambulances,SRR5240426_bin.3,xx43,Agrobacterium tumefaciens (taxid 358),tssM,3,VFG041054(gb,WP_010973755),83.4,1162,188,3,93304,96783,1,1159,0,1905,gb|WP_010973755,(tssM) type VI secretion system membrane subunit TssM [Imp (VF1258) - Effector delivery system (VFC0086)] [Agrobacterium tumefaciens str. C58],,,,
SRR5240502,Ambulances,SRR5240502_bin.2,xx79,Pseudomonas cichorii (taxid 36746),hopL1,1,VFG015298(gb,WP_011267840),83.4,899,145,2,11814,9130,1,899,0,1481,gb|WP_011267840,(hopL1) putative virulence factor [P. syringae TTSS effectors (VF0911) - Effector delivery system (VFC0086)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240512,Ambulances,SRR5240512_bin.1,xx198,Stenotrophomonas sp. LM091 (taxid 1904944),pilB,2,VFG042959(gb,WP_004090374),83.4,577,94,1,5575,7299,1,577,6.39E-306,929,gb|WP_004090374,(pilB) type IV-A pilus assembly ATPase PilB [Type IV pili (VF1240) - Adherence (VFC0001)] [Xylella fastidiosa Temecula1],,,,
SRR5240543,Ambulances,SRR5240543_bin.2,xx17,Pseudomonas fluorescens NCIMB 11764 (taxid 1221522),chpA,2,VFG014070(gb,WP_011336362),83.4,2007,292,5,96346,90341,1,1971,0,3142,gb|WP_011336362,(chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240616,Ambulances,SRR5240616_bin.4,xx167,Stutzerimonas stutzeri CCUG 29243 (taxid 1196835),chpA,4,VFG014072(gb,WP_011914954),83.4,1207,184,6,3631,59,1,1207,0,1826,gb|WP_011914954,(chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240619,Ambulances,SRR5240619_bin.5,xx514,Leclercia sp. 29361 (taxid 2714951),fepA,1,VFG048510(gb,WP_014837769),83.4,753,114,3,1802,4039,1,749,0,1298,gb|WP_014837769,(fepA) outer membrane receptor FepA [Ent (VF0562) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella oxytoca E718],,,,
SRR5240651,Ambulances,SRR5240651_bin.4,xx7,Cellulomonas taurus (taxid 2729175),groEL2,3,VFG043550(gb,NP_214954),83.4,541,89,1,13786,15408,1,540,2.83E-271,831,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
SRR5240660,Ambulances,SRR5240660_bin.8,xx127,Pseudomonas oryzihabitans (taxid 47885),rpoN,5,VFG042736(gb,NP_253152),83.4,499,81,1,82918,84414,1,497,2.7E-258,790,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240662,Ambulances,SRR5240662_bin.5,xx67,Pseudomonas oryzihabitans (taxid 47885),rpoN,3,VFG042736(gb,NP_253152),83.4,499,81,1,11211,12707,1,497,7.87E-258,788,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240674,Ambulances,SRR5240674_bin.1,xx9,Pseudomonas oryzihabitans (taxid 47885),rpoN,2,VFG042736(gb,NP_253152),83.4,499,81,1,339452,337956,1,497,1.26E-257,790,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240676,Ambulances,SRR5240676_bin.3,xx37,Pseudomonas sp. SGAir0191 (taxid 2217867),hcnB,1,VFG015923(gb,WP_011536482),83.4,464,77,0,10792,12183,1,464,9.58E-254,775,gb|WP_011536482,(hcnB) cyanide-forming glycine dehydrogenase subunit HcnB [Hydrogen cyanide production (VF0920) - Antimicrobial activity/Competitive advantage (VFC0325)] [Pseudomonas entomophila L48],,,,
SRR5240313,Ambulances,SRR5240313_bin.6,xx640,Pseudomonas sp. SCB32 (taxid 2653853),rpoN,1,VFG042736(gb,NP_253152),83.3,502,79,1,2795,4300,1,497,4.19E-272,802,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240329,Ambulances,SRR5240329_bin.3,xx14,Pseudomonas cedrina (taxid 651740),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,120037,118694,1,449,8.3E-236,724,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240361,Ambulances,SRR5240361_bin.4,xx31,Stutzerimonas stutzeri DSM 10701 (taxid 1123519),rpoN,2,VFG042736(gb,NP_253152),83.3,502,79,2,54765,53260,1,497,1.02E-261,800,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240394,Ambulances,SRR5240394_bin.1,xx37,Pseudomonas putida S13.1.2 (taxid 1384061),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,25376,26719,1,449,3.14E-236,725,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240395,Ambulances,SRR5240395_bin.2,xx60,Pseudomonas putida S13.1.2 (taxid 1384061),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,25377,26720,1,449,8.88E-237,725,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240408,Ambulances,SRR5240408_bin.7,xx121,unclassified Pseudomonas (taxid 196821),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,47359,46016,1,449,2.29E-232,713,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240411,Ambulances,SRR5240411_bin.8,xx523,Pantoea agglomerans pv. betae (taxid 77834),phoP,2,VFG004061(gb,WP_001766960),83.3,222,37,0,1633,968,1,222,2.64E-117,370,gb|WP_001766960,(phoP) two-component system response regulator PhoP [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],,,,
SRR5240419,Ambulances,SRR5240419_bin.4,xx70,Pseudomonas graminis (taxid 158627),hrcV,1,VFG015234(gb,WP_011266893),83.3,711,103,3,18518,20650,1,695,0,1104,gb|WP_011266893,(hrcV) type III secretion system export apparatus subunit SctV [P. syringae TTSS (VF0909) - Effector delivery system (VFC0086)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240435,Ambulances,SRR5240435_bin.6,xx113,Pseudomonas putida S13.1.2 (taxid 1384061),algB,2,VFG000116(gb,NP_254170),83.3,449,74,1,15933,14590,1,449,6.3E-236,723,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240441,Ambulances,SRR5240441_bin.4,xx38,Atlantibacter hermannii (taxid 565),vipB/tssC,1,VFG048642(gb,WP_004190552),83.3,515,85,1,90921,92465,1,514,3.04E-290,883,gb|WP_004190552,(vipB/tssC) type VI secretion system contractile sheath large subunit VipB [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae subsp. pneumoniae MGH 78578],,,,
SRR5240453,Ambulances,SRR5240453_bin.5,xx2508,Pantoea agglomerans (taxid 549),tufA,3,VFG046458(gb,WP_003024794),83.3,96,16,0,3683,3970,1,96,3.23E-45,168,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
SRR5240470,Ambulances,SRR5240470_bin.7,xx39,Pseudomonas moraviensis R28-S (taxid 1395516),fimV,3,VFG013981(gb,WP_011333356),83.3,898,126,10,106666,104000,1,883,0,1188,gb|WP_011333356,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240470,Ambulances,SRR5240470_bin.8,xx268,Brucella sp. NM4 (taxid 3045175),lpxC,2,VFG011390(gb,WP_002964532),83.3,287,47,1,6040,5180,1,286,4.39E-156,486,gb|WP_002964532,(lpxC) UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase [LPS (VF0367) - Immune modulation (VFC0258)] [Brucella melitensis biovar Abortus 2308],,,,
SRR5240479,Ambulances,SRR5240479_bin.5,xx577,Pantoea sp. MT58 (taxid 2768165),tufA,3,VFG046458(gb,WP_003024794),83.3,96,16,0,289,2,1,96,4.14E-45,168,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
SRR5240483,Ambulances,SRR5240483_bin.4,xx77,Pseudescherichia vulneris (taxid 566),clpV/tssH,1,VFG048692(gb,WP_012541980),83.3,884,132,1,18835,21438,1,884,0,1422,gb|WP_012541980,(clpV/tssH) type VI secretion system ATPase TssH [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella pneumoniae 342],,,,
SRR5240494,Ambulances,SRR5240494_bin.2,xx370,unclassified Pseudomonas (taxid 196821),iroN,5,VFG033910(gb,WP_001222182),83.3,96,13,1,281,3,32,127,3.8E-38,155,gb|WP_001222182,(iroN) salmochelin receptor IroN [Salmochelin siderophore (VF0230) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O45:K1:H7 str. S88],,,,
SRR5240543,Ambulances,SRR5240543_bin.1,xx8,Pantoea agglomerans pv. gypsophilae (taxid 48984),icmF/tssM,1,VFG048749(gb,WP_014229651),83.3,1158,187,2,193853,190380,5,1156,0,1891,gb|WP_014229651,(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686],,,,
SRR5240543,Ambulances,SRR5240543_bin.1,xx1126,Pantoea agglomerans pv. gypsophilae (taxid 48984),tufA,2,VFG046458(gb,WP_003024794),83.3,96,16,0,289,2,1,96,5.67E-45,168,gb|WP_003024794,(tufA) elongation factor Tu [EF-Tu (VF0460) - Adherence (VFC0001)] [Francisella novicida U112],,,,
SRR5240561,Ambulances,SRR5240561_bin.5,xx63,Niallia circulans (taxid 1397),BCE_RS25815,2,VFG016391(gb,WP_000276545),83.3,437,73,0,58947,60257,1,437,5.81E-244,747,gb|WP_000276545,(BCE_RS25815) UDP-glucose/GDP-mannose dehydrogenase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 10987],,,,
SRR5240562,Ambulances,SRR5240562_bin.3,xx41,Pseudomonas putida B6-2 (taxid 1081940),algB,2,VFG000116(gb,NP_254170),83.3,449,74,1,34236,35579,1,449,8.59E-237,726,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240566,Ambulances,SRR5240566_bin.6,xx22,Pseudomonas sp. BT-42-2 (taxid 2986927),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,24938,26281,1,449,2.98E-236,725,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240583,Ambulances,SRR5240583_bin.2,xx6,Pseudomonas sp. MM227 (taxid 3019968),hopL1,1,VFG015298(gb,WP_011267840),83.3,900,149,1,356857,359556,1,899,0,1487,gb|WP_011267840,(hopL1) putative virulence factor [P. syringae TTSS effectors (VF0911) - Effector delivery system (VFC0086)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240584,Ambulances,SRR5240584_bin.5,xx4,Kosakonia sp. SMBL-WEM22 (taxid 2725560),phoQ,1,VFG000474(gb,NP_460200),83.3,480,79,1,106726,105290,1,480,9.64E-260,796,gb|NP_460200,(phoQ) sensor protein PhoQ [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240585,Ambulances,SRR5240585_bin.3,xx680,Pantoea agglomerans (taxid 549),icmF/tssM,2,VFG048749(gb,WP_014229651),83.3,1158,187,2,4510,1037,5,1156,0,1891,gb|WP_014229651,(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686],,,,
SRR5240585,Ambulances,SRR5240585_bin.3,xx1227,Pantoea agglomerans pv. gypsophilae (taxid 48984),phoP,1,VFG004061(gb,WP_001766960),83.3,222,37,0,4203,4868,1,222,1.62E-117,370,gb|WP_001766960,(phoP) two-component system response regulator PhoP [PhoPQ (VF0111) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhi str. CT18],,,,
SRR5240590,Ambulances,SRR5240590_bin.4,xx40,Acinetobacter pittii PHEA-2 (taxid 871585),pgaA,1,VFG037656(gb,WP_000913297),83.3,812,136,0,87004,84569,1,812,0,1409,gb|WP_000913297,(pgaA) poly-beta-1 6 N-acetyl-D-glucosamine export porin PgaA [PNAG (VF0472) - Biofilm (VFC0271)] [Acinetobacter baumannii D1279779] ,,,,
SRR5240604,Ambulances,SRR5240604_bin.5,xx48,Pseudomonas putida B6-2 (taxid 1081940),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,100229,98886,1,449,1.5E-236,726,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240605,Ambulances,SRR5240605_bin.8,xx1,Stutzerimonas stutzeri CCUG 29243 (taxid 1196835),chpA,3,VFG014072(gb,WP_011914954),83.3,1207,186,6,973451,977023,1,1207,0,1820,gb|WP_011914954,(chpA) still frameshift probable component of chemotactic signal transduction system [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas stutzeri A1501],,,,
SRR5240619,Ambulances,SRR5240619_bin.5,xx132,Leclercia sp. 29361 (taxid 2714951),chuA,1,VFG034270(gb,WP_014639334),83.3,654,108,1,10765,8804,8,660,0,1122,gb|WP_014639334,(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O44:H18 042],,,,
SRR5240628,Ambulances,SRR5240628_bin.3,xx23,Pseudomonas sp. XWY-1 (taxid 2069256),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,222851,221508,1,449,2.97E-236,726,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240637,Ambulances,SRR5240637_bin.3,xx101,Pseudomonas putida S13.1.2 (taxid 1384061),algB,1,VFG000116(gb,NP_254170),83.3,449,74,1,29328,30671,1,449,1.19E-236,725,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240641,Ambulances,SRR5240641_bin.2,xx61,Leclercia sp. 29361 (taxid 2714951),chuA,1,VFG034270(gb,WP_014639334),83.3,654,108,1,11381,9420,8,660,0,1125,gb|WP_014639334,(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0234) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli O44:H18 042],,,,
SRR5240659,Ambulances,SRR5240659_bin.3,xx116,Pseudomonas moraviensis R28-S (taxid 1395516),fimV,1,VFG013981(gb,WP_011333356),83.3,898,126,10,12133,9467,1,883,0,1188,gb|WP_011333356,(fimV) a polar peptidoglycan-binding protein involved in type IV pilus assembly [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas fluorescens Pf0-1],,,,
SRR5240660,Ambulances,SRR5240660_bin.9,xx985,Clostridium perfringens (taxid 1502),BCE_RS25815,1,VFG016391(gb,WP_000276545),83.3,437,73,0,5937,4627,1,437,2.35E-246,746,gb|WP_000276545,(BCE_RS25815) UDP-glucose/GDP-mannose dehydrogenase family protein [Polysaccharide capsule (VF0659) - Immune modulation (VFC0258)] [Bacillus cereus ATCC 10987],,,,
SRR5240666,Ambulances,SRR5240666_bin.7,xx229,Pseudomonas fulva 12-X (taxid 743720),tapW,1,VFG038472(gb,WP_011706550),83.3,353,59,0,20824,21882,1,353,1.36E-185,575,gb|WP_011706550,(tapW) twitching ATPase [Tap type IV pili (VF0475) - Adherence (VFC0001)] [Aeromonas hydrophila ML09-119],,,,
SRR5240670,Ambulances,SRR5240670_bin.7,xx153,Acinetobacter lwoffii (taxid 28090),gspF,1,VFG050787(gb,WP_001112089.1),83.3,401,67,0,27040,28242,1,401,1.98E-198,613,gb|WP_001112089.1,(gspF) general secretion pathway protein F [T2SS (VF1335) - Effector delivery system (VFC0086)] [Acinetobacter baumannii ACICU],,,,
SRR5240674,Ambulances,SRR5240674_bin.6,xx209,Curtobacterium sp. BH-2-1-1 (taxid 1905847),groEL2,2,VFG043550(gb,NP_214954),83.3,258,43,0,20305,21078,1,258,2.43E-126,411,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
SRR5240674,Ambulances,SRR5240674_bin.6,xx480,Curtobacterium sp. L6-1 (taxid 2841594),groEL2,2,VFG043550(gb,NP_214954),83.3,306,50,1,2,916,235,540,4.33E-143,458,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
SRR5240353,Ambulances,SRR5240353_bin.2,xx234,Pantoea sp. MT58 (taxid 2768165),flhA,4,VFG043034(gb,NP_460870),83.2,435,68,1,3,1307,263,692,8.59E-225,701,gb|NP_460870,(flhA) flagellar biosynthesis protein FlhA [Peritrichous flagella (VF0967) - Motility (VFC0204)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2],,,,
SRR5240363,Ambulances,SRR5240363_bin.2,xx187,Pseudomonas sp. JBR1 (taxid 3020907),rpoN,2,VFG042736(gb,NP_253152),83.2,499,82,1,20349,18853,1,497,6.42E-258,788,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240368,Ambulances,SRR5240368_bin.8,xx155,Erwinia tracheiphila (taxid 65700),acrB,5,VFG049139(gb,WP_008805437),83.2,1048,176,0,39623,42766,1,1048,0,1701,gb|WP_008805437,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342],,,,
SRR5240370,Ambulances,SRR5240370_bin.10,xx2091,Pseudomonas sp. LTJR-52 (taxid 2479392),pilC,1,VFG013784(gb,WP_016254080),83.2,405,68,0,5873,4659,1,405,1.4E-211,641,gb|WP_016254080,(pilC) still frameshift type 4 fimbrial biogenesis protein PilC [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa UCBPP-PA14],,,,
SRR5240417,Ambulances,SRR5240417_bin.2,xx33,Pseudomonas phytophila (taxid 2867264),gacS,1,VFG015071(gb,WP_011268595),83.2,917,154,0,24596,21846,1,917,0,1453,gb|WP_011268595,(gacS) response regulator [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240422,Ambulances,SRR5240422_bin.5,xx174,Pseudomonas atacamensis (taxid 2565368),vfr,1,VFG042734(gb,NP_249343),83.2,214,36,0,1692,1051,1,214,7.21E-113,358,gb|NP_249343,(vfr) cAMP-regulatory protein [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240458,Ambulances,SRR5240458_bin.3,xx9,Pseudomonas psychrotolerans (taxid 237610),rpoN,1,VFG042736(gb,NP_253152),83.2,499,82,1,97214,98710,1,497,1.26E-257,790,gb|NP_253152,(rpoN) RNA polymerase factor sigma-54 [Type IV pili (VF0082) - Adherence (VFC0001)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240502,Ambulances,SRR5240502_bin.3,xx2,Rouxiella chamberiensis (taxid 1513468),acrB,4,VFG049139(gb,WP_008805437),83.2,1050,173,2,44753,47899,1,1048,0,1690,gb|WP_008805437,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342],,,,
SRR5240504,Ambulances,SRR5240504_bin.1,xx17,Pantoea sp. CCBC3-3-1 (taxid 2490851),acrB,3,VFG049139(gb,WP_008805437),83.2,1048,176,0,116945,120088,1,1048,0,1701,gb|WP_008805437,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342],,,,
SRR5240514,Ambulances,SRR5240514_bin.1,xx3,Erwinia persicina (taxid 55211),acrB,2,VFG049139(gb,WP_008805437),83.2,1048,176,0,462778,465921,1,1048,0,1702,gb|WP_008805437,(acrB) acriflavine resistance protein B [AcrAB (VF0568) - Antimicrobial activity/Competitive advantage (VFC0325)] [Klebsiella pneumoniae 342],,,,
SRR5240538,Ambulances,SRR5240538_bin.1,xx40,Pseudomonas sp. PIA16 (taxid 2931382),hopL1,1,VFG015298(gb,WP_011267840),83.2,900,150,1,92081,89382,1,899,0,1486,gb|WP_011267840,(hopL1) putative virulence factor [P. syringae TTSS effectors (VF0911) - Effector delivery system (VFC0086)] [Pseudomonas syringae pv. syringae B728a],,,,
SRR5240576,Ambulances,SRR5240576_bin.2,xx1,Pseudomonas oryzihabitans (taxid 47885),algB,1,VFG000116(gb,NP_254170),83.2,452,70,2,31036,29690,1,449,2.91E-233,716,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240576,Ambulances,SRR5240576_bin.2,xx378,Pseudomonas oryzihabitans (taxid 47885),gacA,1,VFG015080(gb,NP_251276),83.2,214,36,0,3181,2540,1,214,2.42E-112,349,gb|NP_251276,(gacA) response regulator GacA [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240624,Ambulances,SRR5240624_bin.2,xx61,Stenotrophomonas maltophilia (taxid 40324),pilB,3,VFG042959(gb,WP_004090374),83.2,578,94,2,3300,5027,1,577,6.6E-304,925,gb|WP_004090374,(pilB) type IV-A pilus assembly ATPase PilB [Type IV pili (VF1240) - Adherence (VFC0001)] [Xylella fastidiosa Temecula1],,,,
SRR5240659,Ambulances,SRR5240659_bin.7,xx635,Streptomyces sp. HF10 (taxid 2692233),groEL2,2,VFG043550(gb,NP_214954),83.2,541,90,1,2936,1314,1,540,1.15E-276,827,gb|NP_214954,(groEL2) molecular chaperone GroEL [GroEL (VF0866) - Adherence (VFC0001)] [Mycobacterium tuberculosis H37Rv],,,,
SRR5240660,Ambulances,SRR5240660_bin.8,xx498,Pseudomonas oryzihabitans (taxid 47885),algB,3,VFG000116(gb,NP_254170),83.2,452,70,2,3628,2282,1,449,8.72E-234,716,gb|NP_254170,(algB) two-component response regulator AlgB [Alginate (VF0091) - Biofilm (VFC0271)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240660,Ambulances,SRR5240660_bin.8,xx1644,Pseudomonas oryzihabitans (taxid 47885),gacA,2,VFG015080(gb,NP_251276),83.2,214,36,0,777,1418,1,214,1.65E-111,349,gb|NP_251276,(gacA) response regulator GacA [GacS/GacA two-component system (VF0908) - Regulation (VFC0301)] [Pseudomonas aeruginosa PAO1],,,,
SRR5240670,Ambulances,SRR5240670_bin.6,xx13,Pantoea agglomerans pv. betae (taxid 77834),icmF/tssM,1,VFG048749(gb,WP_014229651),83.2,1055,169,2,90973,94134,109,1156,0,1757,gb|WP_014229651,(icmF/tssM) type VI secretion protein TssM [T6SS (VF0569) - Effector delivery system (VFC0086)] [Klebsiella oxytoca KCTC 1686],,,,
SRR5240685,Ambulances,SRR5240685_bin.1,xx216,Duffyella gerundensis (taxid 1619313),flgI,1,VFG043081(gb,WP_000589319),83.2,357,60,0,15444,16514,9,365,1.34E-180,559,gb|WP_000589319,(flgI) flagellar basal body P-ring protein FlgI [Peritrichous flagella (VF1154) - Motility (VFC0204)] [Escherichia coli O157:H7 str. EDL933],,,,
